2.2.2 Ensure avahi daemon services are not in use (Automated),avahi is installed. avahi_version: 0.7,Failed
2.2.3 Ensure dhcp server services are not in use (Automated),Package dhcp-server is not installed.,Passed
2.2.4 Ensure dns server services are not in use (Automated),Package bind is not installed.,Passed
2.2.5 Ensure dnsmasq services are not in use (Automated),dnsmasq-service is in use. dnsmasq_version: 2.79,Failed
2.2.6 Ensure samba file server services are not in use (Automated),samba file server services are not in use,Passed
2.2.7 Ensure ftp server services are not in use (Automated),ftp server services services are not in use,Passed
2.2.8 Ensure message access server services are not in use (Automated),package dovecot is not installed. Package cyrus-imapd is not installed,Passed
2.2.9 Ensure network file system services are not in use (Automated),Package nfs-utils is installed. Network filesystem version: 2.3.3,Passed
2.2.10 Ensure nis server services are not in use (Automated),package ypserv is not installed,Passed
2.2.11 Ensure print server services are not in use (Automated),CUPS print server is installed. cups_version: 2.2.6,Failed
2.2.12 Ensure rpcbind services are not in use (Automated),package rpbind is installed. rpbind_version: 1.2.5,Failed
2.2.13 Ensure rsync services are not in use (Automated),package sync-daemon is not installed.,Passed
2.2.14 Ensure snmp services are not in use (Automated),package snmp is not installed.,Passed
2.2.15 Ensure telnet server services are not in use (Automated),package telnet server is not installed.,Passed
2.2.16 Ensure tftp server services are not in use (Automated),package tftp-server is not installed.,Passed
2.2.17 Ensure web proxy server services are not in use (Automated),package squid is not installed.,Passed
2.2.18 Ensure web server services are not in use (Automated),package httpd nginx is not installed.Package nginx is not installed.,Passed
2.2.19 Ensure xinetd services are not in use (Automated),package xinetd is not installed.,Passed
2.2.20 Ensure X window server services are not in use (Automated),package xorg-x11-server-common is installed. Version: 1.20.3,Failed
2.2.21 Ensure mail transfer agents are configured for local-only mode (Automated),MTA is not listening on any non-loopback address (127.0.0.1 or ::1).,Passed
2.3.1 Ensure ftp client is not installed (Automated),package ftp is not installed.,Passed
2.3.2 Ensure ldap client is not installed (Automated),package openldap-clients is not installed.,Passed
2.3.3 Ensure nis client is not installed (Automated),package ypbind is not installed.,Passed
2.3.4 Ensure telnet client is not installed (Automated),package telnet is not installed.,Passed
2.3.5 Ensure tftp client is not installed (Automated),package tftp is not installed.,Passed
3.1.1 Ensure IPv6 status is identified (Manual),IPv6 is enabled,Passed
3.1.2 Ensure wireless interfaces are disabled (Automated),System has no wireless NICs installed,Passed
3.1.3 Ensure Bluetooth Services are not in USE (Automated),bluetooth.service is enabled,Failed
3.2.1 Ensure dccp kernal Module is not available(Automated),,Passed
3.2.2 Ensure tipc kernel module is not available (Automated),,Failed
3.2.3 Ensure rds kernel module is not available (Automated),,Passed
3.2.4 Ensure sctp kernel module is not available (Automated),,Passed
3.3.1 Ensure Ip forwarding is disabled (Automated),,Failed
3.3.2 Ensure packet redirect sending is disabled (Automated),,Failed
3.3.3 Ensure bogus icmp responses are ignored (Automated),,Failed
3.3.4 Ensure broadcast icmp requests are ignored (Automated),,Failed
3.3.5 Ensure icmp redirects are not accepted (Automated),,Failed
3.3.6 Ensure secure icmp redirects are not accepted (Automated),,Failed
3.3.7 Ensure reverse path filtering is enabled (Automated),,Failed
3.3.8 Ensure source routed packets are not accepted (Automated),,Failed
3.3.9 Ensure suspicious packets are logged (Automated),,Failed
3.3.10 Ensure tcp syn cookies is enabled (Automated),,Failed
3.3.11 Ensure ipv6 router advertisements are not accepted (Automated),,Failed
3.4.1.1 Ensure nftables is installed (Automated),nftables is installed on the system.,Passed
3.4.1.2 Ensure a single firewall configuration utility is in use (Automated),Firewall Utility is not configured,Passed
3.4.2.1 Ensure nftables base chains exist (Automated),,Passed
3.4.2.2 Ensure host based firewall loopback traffic is configured (Automated),,Failed
3.4.2.3 Ensure firewalld drops unnecessary services and ports (Manual),Firewalld is correctly configured to drop unnecessary services and ports.,Passed
3.4.2.4 Ensure nftables established connections are configured (Manual),Nftables service is not enabled.,Failed
3.4.2.5 Ensure nftables default deny firewall policy (Automated),Nftables service is not enabled.,Failed
4.1.1.1 - Ensure cron daemon is enabled and running,Cron daemon is enabled and running,Passed
4.1.1.2 - Ensure permissions on /etc/crontab are configured,/etc/crontab permissions are not set to 600 (644),Failed
4.1.1.3 - Ensure permissions on /etc/cron.hourly are configured,/etc/cron.hourly permissions are not set to 700 (755),Failed
4.1.1.4 - Ensure permissions on /etc/cron.daily are configured,/etc/cron.daily permissions are not set to 700 (755),Failed
4.1.1.5 - Ensure permissions on /etc/cron.weekly are configured,/etc/cron.weekly permissions are not set to 700 (755),Failed
4.1.1.6 - Ensure permissions on /etc/cron.monthly are configured,/etc/cron.monthly permissions are not set to 700 (755),Failed
4.1.1.7 - Ensure permissions on /etc/cron.d are configured,/etc/cron.d permissions are not set to 700 (755),Failed
4.1.1.8 - Ensure crontab is restricted to authorized users,/etc/cron.allow does not exist or is empty,Failed
4.1.2.1 Ensure at is restricted to authorized users (Automated), /etc/at.deny permissions are not set to 640 (755),Failed
4.2.1 - Ensure permissions on /etc/ssh/sshd_config are configured,Permissions on /etc/ssh/sshd_config are configured correctly,Passed
4.2.2 - Ensure permissions on SSH private host key files are configured,Permissions on SSH private host key files are configured correctly.(Automated),Passed
4.2.3 - Ensure permissions on SSH public host key files are configured,permissions on SSH public host key files are configured correctly (Automated),Passed
4.2.4 - Ensure sshd access is configured,Configuration matches,Passed
4.2.5 - Ensure sshd Banner is configured,Configuration mismatchbanner none banner /etc/issue.net,Failed
4.2.6 - Ensure sshd Ciphers are configured,No weak ciphers found,Passed
4.2.7 - Ensure sshd ClientAliveInterval and ClientAliveCountMax are configured,ClientAliveInterval and ClientAliveCountMax configured correctly,Passed
4.2.8 - Ensure sshd DisableForwarding is enabled,DisableForwarding is not correctly enabled,Failed
4.2.9 - Ensure sshd HostbasedAuthentication is disabled,HostbasedAuthentication is correctly disabled,Passed
4.2.10 - Ensure sshd IgnoreRhosts is enabled,IgnoreRhosts is correctly enabled,Passed
4.2.11 - Ensure sshd KexAlgorithms is configured,KexAlgorithms contains weak algorithms,Failed
4.2.12 - Ensure sshd LoginGraceTime is configured,LoginGraceTime is configured within acceptable limits,Passed
4.2.13 - Ensure sshd LogLevel is configured,LogLevel is configured as VERBOSE or INFO,Passed
4.2.14 - Ensure sshd MACs are configured,Weak MAC algorithms found in configuration,Failed
4.2.15 - Ensure sshd MaxAuthTries is configured,MaxAuthTries is greater than 4,Failed
4.2.16 - Ensure sshd MaxSessions is configured,MaxSessions is 10 or less,Passed
4.2.17 - Ensure sshd MaxStartups is configured,MaxStartups is not configured as 10:30:60,Failed
4.2.18 - Ensure sshd PermitEmptyPasswords is disabled,PermitEmptyPasswords is disabled,Passed
4.2.19 - Ensure sshd PermitRootLogin is disabled,PermitRootLogin is not disabled,Failed
4.2.20 - Ensure sshd PermitUserEnvironment is disabled,PermitUserEnvironment is disabled,Passed
4.2.21 - Ensure sshd UsePAM is enabled,UsePAM is enabled,Passed
4.2.22 - Ensure sshd crypto_policy is not set,crypto_policy is not set,Passed
4.3.1 - Ensure sudo is installed,sudo is installed,Passed
4.3.2 - Ensure sudo commands use pty,sudo commands do not use pty,Failed
4.3.3 - Ensure sudo log file exists,sudo log file does not exist,Failed
4.3.4 - Ensure users must provide password for escalation,Users must provide a password for escalation,Passed
4.3.5 - Ensure re-authentication for privilege escalation is not disabled globally,Re-authentication for privilege escalation is not disabled globally,Passed
4.3.6 - Ensure sudo authentication timeout is configured correctly,Sudo authentication timeout is configured correctly,Passed
4.3.7 - Ensure access to the su command is restricted,Configuration for restricting su command access not found or not as expected,Failed
4.4.1.1 - Ensure latest version of PAM is installed,Latest PAM version installed: pam-1.3.1-4.el8.x86_64,Passed
4.4.1.2 - Ensure latest version of authselect is installed,Latest authselect version installed: authselect-1.1-2.el8.x86_64,Passed
4.4.2.1 - Ensure active authselect profile includes PAM modules,pam_pwquality.so is missing in the active authselect profile,Failed
4.4.2.2 - Ensure pam_faillock module is enabled,pam_faillock module is not enabled,Failed
4.4.2.3 - Ensure pam_pwquality module is enabled,pam_pwquality module is enabled,Passed
4.4.2.4 - Ensure pam_pwhistory module is enabled,pam_pwhistory module is not enabled,Failed
4.4.2.5 - Ensure pam_unix module is enabled,pam_unix module is enabled,Passed
4.4.3.1.1 - Ensure password failed attempts lockout is configured,One or more conditions for password failed attempts lockout are not properly configured,Failed
4.4.3.1.2 - Ensure password unlock time is configured,One or more conditions for password unlock time are not properly configured,Failed
4.4.3.1.3 - Ensure password failed attempts lockout includes root account,Root account lockout configurations not found,Failed
4.4.3.2.1 - Ensure password number of changed characters is configured,difok is properly configured in pam_pwquality.so,Passed
4.4.3.2.2 - Ensure password length is configured,minlen is properly configured in pam_pwquality.so,Passed
4.4.3.2.3 - Ensure password complexity is configured,Password complexity properly configured in pam_pwquality.so,Passed
4.4.3.2.4 - Ensure password same consecutive characters is configured,Password same consecutive characters properly configured in pam_pwquality.so,Passed
4.4.3.2.5 - Ensure password maximum sequential characters is configured,Password maximum sequential characters properly configured in pam_pwquality.so,Passed
4.4.3.2.6 - Ensure password dictionary check is enabled,Password dictionary check is enabled in PAM configuration,Passed
4.4.3.2.7 - Ensure password quality is enforced for the root user,Password quality enforcement for root user is not enabled,Failed
4.4.3.3.1 - Ensure password history remember is configured,Password history remember is properly configured in PAM modules,Passed
4.4.3.3.2 - Ensure password history is enforced for the root user,Password history enforcement for root user is not configured in /etc/security/pwhistory.conf,Failed
4.4.3.3.3 - Ensure pam_pwhistory includes use_authtok,pam_pwhistory does not include use_authtok in password or system auth,Failed
4.4.3.4.1 - Ensure pam_unix does not include nullok,pam_unix does not include nullok in password and system auth,Passed
4.4.3.4.2 - Ensure pam_unix does not include remember,pam_unix does not include remember in password and system auth,Passed
4.4.3.4.3 - Ensure pam_unix includes a strong password hashing algorithm,pam_unix includes a strong password hashing algorithm in password and system auth,Passed
4.4.3.4.4 - Ensure pam_unix includes use_authtok,pam_unix includes use_authtok in password and system auth,Passed
4.5.1.1 - Ensure strong password hashing algorithm is configured,Strong password hashing algorithm (sha512 or yescrypt) is configured in libuser.conf and login.defs,Passed
4.5.1.2 - Ensure password expiration is 365 days or less,Password expiration is not set to 365 days or less in login.defs,Failed
4.5.1.3 - Ensure password expiration warning days is 7 or more,Password expiration warning is set to 7 or more days in login.defs,Passed
4.5.1.4 - Ensure inactive password lock is 30 days or less,Inactive password lock is set to 30 days or less,Passed
4.5.1.5 - Ensure all users last password change date is in the past,Inactive password lock is set to 30 days or less,Passed
4.5.2.1 - Ensure default group for the root account is GID 0,Default group for the root account is GID 0,Passed
4.5.2.2 - Ensure root user umask is configured,Root user umask is properly configured,Passed
4.5.2.3 - Ensure system accounts are secured,System accounts are not properly secured\nSystem Accounts without nologin or with non-disabled passwords: vboxadd\nAccounts with nologin but passwords not disabled: ,Failed
4.5.2.4 - Ensure root password is set,Root password is set,Passed
4.5.3.1 - Ensure nologin is not listed in /etc/shells,'nologin' is not listed in /etc/shells,Passed
4.5.3.2 - Ensure default user shell timeout is configured,TMOUT is not configured,Failed
4.5.3.3 - Ensure default user umask is configured, umask is incorrectly set in "/etc/profile" umask is incorrectly set in "/etc/bashrc" Correctly configured:  umask is set correctly in "/etc/login.defs",Failed
5.1.1.1 Ensure rsyslog is installed,rsyslog is installed,Passed
5.1.1.2 Ensure rsyslog service is enabled,rsyslog service is enabled,Passed
5.1.1.3 Ensure journald is configured to send logs to rsyslog,Journaled is not configured to send logs to rsyslog,Failed
5.1.1.4 Ensure rsyslog default file permissions are configured,rsyslog default file permissions are not configured,Failed
5.1.1.5 Ensure logging is configured,Logging files is not configured,Failed
5.1.1.6 Ensure rsyslog is configured to send logs to a remote log host,rsyslog is not configured to send logs to a remote log host,Failed
5.1.1.7 Ensure rsyslog is not configured to receive logs from a remote client,rsyslog is not configured to receive logs from a remote client,Failed
5.1.2.1.1 Ensure systemd-journal-remote is installed,systemd-journal-remote is not installed,Failed
5.1.2.1.2 Ensure systemd-journal-remote is configured,systemd-journal-remote is not configured,Failed
5.1.2.1.3 Ensure systemd-journal-remote is enabled,systemd-journal-remote is not enabled,Failed
5.1.2.1.4 Ensure journald is not configured to receive logs from a remote client,journald is configured to receive logs from a remote client,Failed
5.1.2.2 Ensure journald service is enabled,journald service is enabled,Passed
5.1.2.3 Ensure journald is configured to compress large log files,journald is not configured to compress large log files,Failed
5.1.2.4 Ensure journald is configured to write logfiles to persistent disk,journald is not configured to write logfiles to persistent disk,Failed
5.1.2.5 Ensure journald is not configured to send logs to rsyslog,journald is not configured to send logs to rsyslog,Failed
5.1.2.6 Ensure journald log rotation is configured per site policy,journald log rotation is not configured per site policy,Failed
5.1.3 Ensure logrotate is configured,logrotate is properly configured,Passed
5.1.4 Ensure all logfiles have appropriate access configured,All files in var/log/ doesn't have appropriate permissions and ownership,Failed
5.2.1.1 Ensure audit is installed,Audit package is installed,Passed
5.2.1.2 Ensure auditing for processes that start prior to auditd is enabled,Audit parameter is not set to 1,Failed
5.2.1.3 Ensure audit_backlog_limit is sufficient,Audit backlog limit is not set or is invalid,Failed
5.2.1.4 Ensure auditd service is enabled,Auditd service is enabled,Passed
5.2.2.1 Ensure audit log storage size is configured,Audit log storage size is configured,Passed
5.2.2.2 Ensure audit logs are not automatically deleted,Audit logs are not set to keep_logs,Failed
5.2.2.3 Ensure system is disabled when audit logs are full,Disk full action is not set to halt or single,Failed
5.2.2.4 Ensure system warns when audit logs are low on space,Space left action is not set to email exec single or halt,Failed
5.2.3.1 Ensure changes to system administration scope (sudoers) is collected,on-disk rules for sudoers isn't collected,Failed
5.2.3.2 Ensure actions as another user are always logged,on-disk rules for as another user isn't always logged,Failed
5.2.3.3 Ensure events that modify the sudo log file are collected,Variable 'SUDO_LOG_FILE_ESCAPED' is unset,Failed
5.2.3.4 Ensure events that modify date and time information are collected,on-disk rules for modify date and time information isn't collected,Failed
5.2.3.5 Ensure events that modify the system's network environment are collected,on-disk rules for network environment modifications isn't collected,Failed
5.2.3.6 Ensure use of privileged commands are collected,on-disk rules for privileged commands isn't collected,Failed
5.2.3.7 Ensure unsuccessful file access attempts are collected,on-disk rules for unsuccessful file access attempts aren't collected,Failed
5.2.3.8 Ensure events that modify user/group information are collected,On-disk rules for events that modify user/group information aren't collected,Failed
5.2.3.9 Ensure discretionary access control permission modification events are collected,On-disk rules for discretionary access control permission modification events aren't collected,Failed
5.2.3.10 Ensure successful file system mounts are collected,on-disk rules for successful file system mounts aren't collected,Failed
5.2.3.11 Ensure session initiation information is collected,on-disk rules for session initiation information aren't collected,Failed
5.2.3.12 Ensure login and logout events are collected,on-disk rules for login and logout events aren't collected,Failed
5.2.3.13 Ensure file deletion events by users are collected,on-disk rules for file deletion events by users aren't collected,Failed
5.2.3.14 Ensure events that modify the system's Mandatory Access Controls are collected,on-disk rules for events modifying MAC aren't collected,Failed
5.2.3.15 Ensure successful and unsuccessful attempts to use the chcon command are recorded,On-disk rules for attempts to use the chcon command aren't recorded,Failed
5.2.3.16 Ensure successful and unsuccessful attempts to use the setfacl command are recorded,On-disk rules for attempts to use the setfacl command aren't recorded,Failed
5.2.3.17 Ensure successful and unsuccessful attempts to use the chacl command are recorded,On-disk rules for attempts to use the chacl command aren't recorded,Failed
5.2.3.18 Ensure successful and unsuccessful attempts to use the usermod command are recorded,on-disk rules for usermod command attempts aren't collected,Failed
5.2.3.19 Ensure kernel module loading unloading and modification is collected,On-disk rules for kernel module loading unloading and modification aren't collected,Failed
5.2.3.20 Ensure the audit configuration is immutable,audit configuration is not immutable,Failed
5.2.3.21 Ensure the running and on disk configuration is the same,running and on-disk audit configurations are different,Failed
5.2.4.1 Ensure the audit log directory is 0750 or more restrictive,the audit log directory isn't 0750 or more restrictive,Failed
5.2.4.2 Ensure audit log files are mode 0640 or less permissive,audit log files are mode 0640 or less permissive,Passed
5.2.4.3 Ensure only authorized users own audit log files,only authorized users own audit log files,Passed
5.2.4.4 Ensure only authorized groups are assigned ownership of audit log files,only authorized groups are assigned ownership of audit log files,Passed
5.2.4.5 Ensure audit configuration files are 640 or more restrictive,audit configuration files aren't 640 or more restrictive,Failed
5.2.4.6 Ensure audit configuration files are owned by root,audit configuration files are owned by root,Passed
5.2.4.7 Ensure audit configuration files belong to group root,audit configuration files belong to group root,Passed
5.2.4.8 Ensure audit tools are 755 or more restrictive,audit tools are 755 or more restrictive,Passed
5.2.4.9 Ensure audit tools are owned by root,audit tools are owned by root,Passed
5.2.4.10 Ensure audit tools belong to group root,audit tools belong to group root,Passed
5.3.1 Ensure AIDE is installed,AIDE isn't installed,Failed
5.3.2 Ensure filesystem integrity is regularly checked,filesystem integrity isn't regularly checked,Failed
5.3.3 Ensure cryptographic mechanisms are used to protect the integrity of audit tools,cryptographic mechanisms aren't used to protect the integrity of audit toolsv,Failed
6.1.1 Ensure permissions on /etc/passwd are configured (Automated),Permission on /etc/passwd is set correctly,Passed
6.1.2 Ensure permissions on /etc/passwd- are configured (Automated),Permission on /etc/passwd- is set correctly,Passed
6.1.3 Ensure permissions on /etc/opasswd are configured (Automated),Permission on /etc/opasswd is set correctly and Permission on /etc/opasswd.old is set correctly,Passed
6.1.4 Ensure permissions on /etc/group are configured (Automated),Permission on /etc/group is configured correctly,Passed
6.1.5 Ensure permissions on /etc/group- are configured (Automated),Permission on /etc/group- is configured correctly,Passed
6.1.6 Ensure permissions on /etc/shadow are configured (Automated),Permission on /etc/shadow is configured correctly,Passed
6.1.7 Ensure permissions on /etc/shadow- are configured (Automated),Permission on /etc/shadow- is configured correctly,Passed
6.1.8 Ensure permissions on /etc/gshadow are configured (Automated),Permission on /etc/gshadow is configured correctly,Passed
6.1.9 Ensure permissions on /etc/gshadow- are configured (Automated),Permission on /etc/gshadow- is configured correctly,Passed
6.1.10 Ensure permissions on /etc/shells are configured (Automated),Permission on /etc/shells is configured correctly,Passed
6.1.11 Ensure world-writable files and directories are secured (Automated),World-writable files and directories are secured,Passed
6.1.12 Ensure no unowned or ungrouped files or directories exist (Automated),No unowned or ungrouped files or directories exist,Passed
6.2.1 Ensure accounts in /etc/passwd use shadowed passwords (Automated),Accounts in /etc/passwd use shadowed passwords ,Passed
6.2.2 Ensure /etc/shadow password fields are not empty (Automated),Accounts in /etc/passwd password fields are not empty,Passed
6.2.3 Ensure all groups in /etc/passwd exist in /etc/group  (Automated),All groups in /etc/passwd exist in /etc/group,Passed
6.2.4 Ensure no duplicate UIDs exist (Automated),No duplicate UIDs exist,Passed
6.2.5 Ensure no duplicate GIDs exist (Automated),No duplicate GIDs exist,Passed
6.2.6 Ensure no duplicate user names exist (Automated),No duplicate user names exist,Passed
6.2.7 Ensure no duplicate group names exist (Automated),No duplicate group exist,Passed
6.2.8 Ensure root path integrity (Automated),Root's path is not correctly configured.,Failed
6.2.9 Ensure root is the only UID 0 account (Automated),Root is the only UID 0 account,Passed
6.2.10 Ensure local interactive user home directories are configured (Automated),Local interactive user home directories are configured correctly ,Passed
6.2.11 Ensure local interactive user dot files access is configured (Automated),Local interactive user dot files access is not configured correctly ,Failed
